reference,doi,species,treatment,replicate,t,p_mean,p_sd,n,source
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,84,1.227543404,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,87,1.239788644,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,92,1.309653611,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,94,1.291872851,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,98,1.325421454,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,104,1.368028181,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,108,1.410886522,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,115,1.453241634,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,119,1.469596578,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,121,1.490061226,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,127,1.529900193,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,129,1.597249015,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,134,1.594145769,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,140,1.681204395,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,143,1.67483016,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,147,1.74041768,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,150,1.742430596,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,155,1.826134362,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,157,1.5825715,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,164,2.248930638,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,176,2.297743856,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,182,2.392267047,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,185,2.483099891,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,191,2.495512874,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,199,2.50641617,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,204,2.538790573,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,206,2.567306886,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,210,2.650423551,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Fucus vesiculosus,5°C Grazed,46,220,2.61536526,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,0,1,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,1,0.953858314,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,2,0.95840332,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,3,0.975298884,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,7,0.972038336,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,10,0.988439877,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,14,1.010967296,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,16,1.006619899,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,17,1.015907519,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,20,1.024404703,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,22,1.025787966,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,27,1.034877976,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,29,1.047030926,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,31,1.061258769,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,35,1.069163126,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,38,1.095148701,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,42,1.123999605,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,45,1.147416263,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,49,1.165695089,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,52,1.195929256,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,63,1.267661298,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,66,1.310443632,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,70,1.349076178,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,73,1.372394032,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,78,1.422389092,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,80,1.471396107,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,84,1.511313111,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,87,1.637190001,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,92,1.691828871,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,94,1.636399565,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,98,1.786384745,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,104,1.90000988,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,108,1.989526727,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,115,2.086552712,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,119,2.200177848,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,121,2.227151467,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,127,2.344333564,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,129,2.380594803,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,134,2.479992096,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,140,2.46527023,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,143,2.587194941,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,147,2.763758522,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,150,2.860685703,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,155,2.860883312,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,157,2.92233969,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,164,3.043473965,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,176,3.257879656,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,182,3.312518526,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,185,3.344926391,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,191,3.364193262,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,199,3.226262227,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,204,3.008892402,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,206,3.646872839,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,210,2.447485426,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,47,220,1.743503606,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,0,1,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,1,0.920794487,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,2,0.919902716,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,3,0.929712201,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,7,0.956059992,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,10,0.951276854,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,14,0.928334009,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,16,0.971139035,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,17,0.980299959,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,20,0.985002027,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,22,0.994487231,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,27,0.997892177,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,29,1.035832996,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,31,1.031698419,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,35,1.055370896,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,38,1.075070936,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,42,1.09006891,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,45,1.103850831,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,49,1.124766923,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,52,1.144710174,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,63,1.203486015,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,66,1.263234698,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,70,1.299310904,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,73,1.349574382,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,78,1.40656668,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,80,1.449939197,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,84,1.538224564,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,87,1.591163356,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,92,1.70352655,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,94,1.730036482,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,98,1.816943656,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,104,2.024402108,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,108,2.072557762,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,115,2.215241184,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,119,2.29679773,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,121,2.357194974,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,127,2.46453182,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,129,2.557438184,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,134,2.682853668,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,140,2.798216457,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,143,2.826672071,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,147,2.913417106,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,150,2.997648966,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,155,3.048885286,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,157,3.061207945,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,164,3.237616538,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,176,3.325496555,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,182,3.429266315,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,185,3.451155249,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,191,3.512768545,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,199,3.514389947,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,204,3.417105797,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,206,3.344953385,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,210,3.355492501,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,48,220,3.037697608,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,0,1,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,1,0.949705618,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,2,0.954395769,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,3,0.969064964,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,7,0.960083824,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,10,0.967667897,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,14,0.97056182,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,16,0.979842331,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,17,0.980041912,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,20,0.969164754,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,22,0.975551342,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,27,0.972158467,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,29,1.158866381,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,31,1.169344377,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,35,1.186109171,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,38,1.209759505,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,42,1.223231214,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,49,1.278714699,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,52,1.291587666,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,63,1.347769684,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,66,1.385191099,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,70,1.426903503,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,73,1.466420517,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,78,1.522402954,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,80,1.451451951,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,84,1.565512424,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,87,1.61221435,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,92,1.651132621,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,94,1.692845025,NA,1,"Data, Figure 3"
Vandendriessche et al. 2007,10.1016/j.jembe.2006.11.010,Ascophyllum nodosum,5°C Control,49,98,1.894421714,NA,1,"Data, Figure 3"
